Account_length;Total_day_minutes;Total_day_charge;Total_eve_minutes;Total_eve_charge;Total_intl_minutes;Total_intl_calls;Total_intl_charge;Customer_service_calls;Churn_1;International_planNo;International_planYes;Voice_mail_planNo;Voice_mail_planYes;PrinComp_1;PrinComp_2;PrinComp_3;PrinComp_4;PrinComp_5;PrinComp_6;PrinComp_7;PrinComp_8;PrinComp_9;PrinComp_10;PrinComp_11;PrinComp_12;PrinComp_13;PrinComp_14
139.0;214.6;36.48;235.1;19.98;14.8;12.0;4.0;0.0;0.0;1.0;0.0;0.0;1.0;-0.6043775;-2.614812;-0.690409;-1.86550801;-0.9884022;1.68464;2.4435;-1.57681878;-0.23478124;-0.0028535;0.00051729;-0.00018632;-9.3397e-14;-2.8775e-14
124.0;151.1;25.69;187.4;15.93;5.3;3.0;1.43;1.0;0.0;1.0;0.0;1.0;0.0;-0.3086379;2.26393;-0.2883121;1.66322;0.0508;0.51957;-0.1593986;0.75033;-0.11753826;0.0013492;-0.00012261;0.00017911;9.1742e-14;-3.8519e-14
102.0;233.8;39.75;221.6;18.84;12.8;3.0;3.46;0.0;0.0;0.0;1.0;1.0;0.0;2.89306;-2.8660816;1.44357;1.04833;1.83016;1.95516;-1.4407493;0.1909;0.7711;-0.003328;-0.00066181;0.0002723;-1.4506e-14;5.9403e-14
78.0;208.9;35.51;252.4;21.45;12.8;7.0;3.46;0.0;0.0;1.0;0.0;1.0;0.0;0.5574;-0.0975199;-0.4057801;-1.90747227;0.71917;1.29524;-0.0893436;-1.29208034;0.07359;-0.0033034;0.00063635;-0.0002968;-1.388e-13;-1.4982e-14
55.0;191.9;32.62;256.1;21.77;14.3;6.0;3.86;1.0;1.0;0.0;1.0;1.0;0.0;3.45342;-3.5516922;0.59435;0.50707;3.14296;-0.21142;-0.7921668;-1.16137327;-1.16445804;0.0016652;-0.00026882;-0.00022071;-7.7789e-14;1.1358e-13
129.0;119.6;20.33;278.7;23.69;5.9;2.0;1.59;2.0;0.0;1.0;0.0;0.0;1.0;-1.2377031;-0.0352897;-3.589206;1.70696;-0.4470166;-0.21025;-0.1745842;1.05595;0.28007;0.0033496;-1.8321e-05;-0.00017402;-1.693e-15;4.2612e-14
75.0;211.3;35.92;105.6;8.98;9.7;4.0;2.62;4.0;1.0;0.0;1.0;1.0;0.0;3.18377;-1.8344531;3.54871;3.1547;0.87928;-2.2232;-0.3458975;0.05295;-0.60210114;-0.00011691;-0.000661;-7.7991e-05;-8.9779e-14;1.5399e-13
126.0;114.3;19.43;190.3;16.18;12.6;7.0;3.4;3.0;0.0;1.0;0.0;0.0;1.0;-2.3807339;-1.7407813;-0.358836;0.04981;-0.2193242;-0.98731;1.52676;-0.14385632;0.32763;0.0028254;-0.00074633;-7.2584e-05;-3.2002e-14;1.5508e-13
92.0;154.0;26.18;329.8;28.03;5.6;2.0;1.51;3.0;1.0;1.0;0.0;1.0;0.0;1.96754;1.61118;-3.8253057;0.46525;1.36373;-1.8346;-0.5169703;0.64748;-0.9629615;0.0023462;0.00057332;-5.1383e-05;7.6421e-14;-1.068e-13
52.0;214.7;36.5;158.6;13.48;9.4;4.0;2.54;2.0;0.0;1.0;0.0;1.0;0.0;0.27018;1.17658;1.32834;-0.02629725;-0.7058527;-0.39974;-0.8800444;-0.73577255;0.42517;-0.0015117;0.00015642;1.4378e-05;-1.3119e-14;-2.7694e-14
87.0;231.3;39.32;171.7;14.59;13.0;6.0;3.51;1.0;0.0;1.0;0.0;1.0;0.0;0.36549;0.06171;1.64193;-1.53653778;-0.3380613;0.57395;0.01241;-0.72234945;0.22088;0.00046597;0.00069764;-0.00014362;9.9186e-15;-9.353e-14
95.0;40.9;6.95;133.4;11.34;11.9;7.0;3.21;0.0;0.0;1.0;0.0;0.0;1.0;-4.2754731;-1.3015499;0.66072;1.14609;0.39343;0.15269;0.75795;-0.76563008;-1.46785444;0.0037309;-0.00013124;-0.000232;-2.6562e-14;8.0804e-14
67.0;310.4;52.77;66.5;5.65;9.2;10.0;2.48;4.0;0.0;1.0;0.0;1.0;0.0;1.48404;1.35589;3.91983;0.08679;-2.9598373;-1.0306;1.42755;-1.94592587;1.18455;0.0043433;0.00026236;0.00012701;1.6757e-13;-1.1263e-13
165.0;216.6;36.82;190.8;16.22;12.4;8.0;3.35;0.0;0.0;1.0;0.0;1.0;0.0;0.33477;0.11079;1.01533;-1.36979799;0.06125;1.80115;1.62341;0.05005;-0.12069397;-0.0012389;-0.00037962;-0.0001923;-1.3724e-13;1.4067e-13
150.0;209.9;35.68;158.0;13.43;6.6;1.0;1.78;0.0;0.0;1.0;0.0;0.0;1.0;-0.8227722;0.0465;-0.2585352;1.59;-2.7972264;1.14071;-0.4416168;1.64416;-0.64709924;0.0022469;2.5628e-05;-0.00026611;-5.8981e-14;6.8258e-14
26.0;234.5;39.87;216.5;18.4;3.5;6.0;0.95;3.0;0.0;1.0;0.0;1.0;0.0;1.60951;2.67335;-0.8974921;1.5399;-1.2490297;-0.70762;-0.6252861;-1.79982875;1.04854;-0.0043831;0.00041054;0.00031782;7.1425e-14;-1.5876e-13
79.0;103.1;17.53;243.0;20.66;12.2;8.0;3.29;3.0;0.0;1.0;0.0;0.0;1.0;-2.1545828;-1.7425339;-1.7038358;-0.10177945;0.36276;-1.1474;1.0353;-1.30742229;0.47123;0.0046348;-0.00083873;0.00024941;1.3087e-13;6.304e-14
69.0;279.8;47.57;248.7;21.14;8.4;10.0;2.27;2.0;1.0;0.0;1.0;1.0;0.0;5.52656;-1.9655764;0.19191;2.04893;1.01258;-0.029299;0.65212;-2.03605331;-0.53061253;-0.0011374;-0.00014719;0.00031271;9.1853e-14;-6.4498e-14
95.0;136.8;23.26;200.8;17.07;10.3;9.0;2.78;5.0;1.0;0.0;1.0;0.0;1.0;1.66442;-4.1894543;0.05648;3.5094;1.19709;-2.7282;1.6862;-0.97183805;-0.3952055;0.0022282;-0.00031707;0.00033747;1.5973e-13;-5.531e-14
157.0;224.5;38.17;200.7;17.06;11.5;2.0;3.11;2.0;0.0;1.0;0.0;1.0;0.0;0.65233;0.39456;0.60451;-1.14059189;-0.2289313;0.31637;0.058;1.63853;0.77395;-0.0042417;-4.394e-05;0.00028771;2.3963e-14;-6.139e-14
80.0;160.6;27.3;237.0;20.15;10.7;1.0;2.89;1.0;0.0;1.0;0.0;1.0;0.0;-0.2573777;0.63388;-0.6021909;-0.68639387;0.96173;0.18955;-1.5336732;0.47878;0.20737;-0.00064546;-0.0007935;-0.00019377;-1.6033e-13;2.1944e-13
75.0;121.5;20.66;271.4;23.07;11.3;5.0;3.05;2.0;0.0;1.0;0.0;0.0;1.0;-1.6777564;-1.543725;-2.4956665;-0.16488145;0.17161;-0.54387;-0.1407069;-0.68046437;0.27944;0.0015966;-0.00012674;0.00035814;1.705e-13;-9.55e-14
44.0;228.1;38.78;276.5;23.5;9.9;5.0;2.67;2.0;1.0;1.0;0.0;1.0;0.0;2.43057;0.49804;-1.5397099;-1.24880376;0.33064;-1.3085;-0.5998163;-1.05872103;-1.27677905;0.0032444;0.00040249;0.00019196;1.8145e-13;-1.547e-13
101.0;89.7;15.25;260.1;22.11;13.5;11.0;3.65;5.0;1.0;1.0;0.0;1.0;0.0;0.014;-0.5057771;-1.0298701;-1.27358597;2.88713;-3.1676;2.76692;-1.32627769;-0.67959077;-0.0034375;-0.00021524;4.5868e-05;-7.3071e-14;4.4137e-14
117.0;80.2;13.63;219.0;18.62;8.6;2.0;2.32;1.0;0.0;1.0;0.0;0.0;1.0;-2.6735039;-0.598211;-1.8540258;1.43182;0.0081;-0.08019;-0.3809386;0.89642;-0.52125592;0.0024952;-0.00075754;-0.00031002;-1.3792e-13;2.3401e-13
82.0;125.7;21.37;207.6;17.65;12.9;2.0;3.48;1.0;0.0;1.0;0.0;1.0;0.0;-1.2380978;0.10412;0.34041;-0.99345791;1.54854;-0.02685;-1.1174068;0.31916;-0.04379794;0.0032457;-0.0006359;4.1401e-05;3.2567e-14;9.5652e-14
39.0;160.4;27.27;102.6;8.72;9.1;5.0;2.46;2.0;0.0;1.0;0.0;1.0;0.0;-1.0672673;1.4543;2.45968;0.87977;-0.3627199;-0.82317;-0.6113;-1.13301422;-0.07517761;-0.002296;0.00018057;9.0071e-05;3.2573e-15;-5.2397e-14
30.0;169.9;28.88;225.2;19.14;11.4;7.0;3.08;1.0;0.0;1.0;0.0;1.0;0.0;-0.1802705;0.4372;-0.0845919;-0.90313743;0.88638;0.15248;-0.5476138;-2.03188494;0.13117;-0.0014032;0.00030723;-0.0002739;-1.1659e-13;3.2979e-14
63.0;142.3;24.19;118.7;10.09;6.6;8.0;1.78;1.0;0.0;1.0;0.0;0.0;1.0;-2.1652253;0.19189;0.56777;2.41411;-2.0036054;-0.097532;0.60631;-1.64564368;-0.81478831;0.0025868;-0.00010024;-7.3331e-05;1.6848e-14;3.0399e-14
111.0;146.2;24.85;261.5;22.23;8.7;3.0;2.35;3.0;0.0;1.0;0.0;1.0;0.0;0.05;1.09421;-1.5549042;0.02701;1.15877;-0.66519;-0.1444632;0.58597;1.03444;-0.00043643;-0.00038343;-0.00034731;-1.8437e-13;1.8658e-13
91.0;231.8;39.41;150.6;12.8;11.6;7.0;3.13;3.0;0.0;1.0;0.0;1.0;0.0;0.48926;0.50166;1.94128;-0.82582794;-0.7209647;-0.5836;0.73893;-0.78202877;0.90256;0.0024613;0.00010284;0.00025992;1.6818e-13;-1.1401e-13
105.0;220.7;37.52;217.7;18.5;13.2;6.0;3.56;1.0;1.0;0.0;1.0;0.0;1.0;2.67161;-5.0813634;0.36631;1.61131;0.41032;-0.039809;0.11855;-0.29997085;-1.49326671;0.0046239;0.00073173;7.5979e-05;1.9193e-13;-1.8965e-13
166.0;128.2;21.79;274.5;23.33;8.8;7.0;2.38;2.0;0.0;0.0;1.0;0.0;1.0;0.96385;-3.7989539;-1.8922315;3.59471;1.67368;0.93188;1.27714;0.32966;1.02446;-0.0027486;0.00045778;-0.00032116;-1.5157e-13;2.4848e-14
79.0;130.2;22.13;290.9;24.73;14.0;6.0;3.78;3.0;0.0;1.0;0.0;1.0;0.0;-0.387073;-0.4924748;-1.4403761;-1.93487161;2.37076;-0.8278;0.19974;-0.78561719;1.13683;0.00065378;-0.00059089;-0.00032747;-1.7027e-13;2.1533e-13
105.0;209.6;35.63;146.9;12.49;10.6;3.0;2.86;2.0;0.0;1.0;0.0;0.0;1.0;-1.083111;-1.0521812;0.68277;0.31919;-2.4011607;-0.38276;-0.2113054;0.46279;0.11602;0.0024116;-0.00059482;-0.00016664;-6.6641e-14;1.5708e-13
172.0;215.7;36.67;146.3;12.44;7.1;1.0;1.92;3.0;0.0;1.0;0.0;1.0;0.0;0.49362;1.80296;1.17638;0.9015;-1.1438469;-0.33449;0.28022;2.28126;0.84294;-0.0023604;-0.0007095;1.1859e-05;-1.0521e-13;1.4656e-13
121.0;150.7;25.62;197.3;16.77;9.2;15.0;2.48;1.0;0.0;1.0;0.0;1.0;0.0;-0.3354776;1.00728;0.21269;0.25785;0.83533;1.0506;3.27076;-2.54662303;-0.09344767;0.0046936;-1.795e-05;8.4306e-05;1.3332e-13;-4.5791e-14
88.0;161.5;27.46;173.5;14.75;7.9;4.0;2.13;2.0;0.0;1.0;0.0;1.0;0.0;-0.3801559;1.5717;0.52256;0.79702;0.08116;-0.32124;-0.2580944;-0.0765465;0.27048;0.0032716;-0.00040741;0.00034794;1.7828e-13;-4.5513e-14
153.0;235.6;40.05;227.9;19.37;15.4;9.0;4.16;0.0;0.0;1.0;0.0;0.0;1.0;-0.3870738;-2.7574912;-0.3860734;-2.18910346;-1.3516685;1.68705;1.75649;-0.51774433;-0.14081753;-0.0011139;0.00019073;-0.00018584;-8.3627e-14;2.6403e-14
54.0;206.9;35.17;127.8;10.86;9.2;1.0;2.48;3.0;0.0;1.0;0.0;0.0;1.0;-1.1720689;-0.5410905;0.91881;0.9919;-2.7693504;-1.4645;-1.3714225;0.17353;0.37329;0.0041628;0.0004959;-0.00026825;2.0845e-14;-3.255e-14
79.0;157.6;26.79;194.1;16.5;9.4;10.0;2.54;5.0;1.0;1.0;0.0;1.0;0.0;0.95627;0.83074;0.1609;0.14631;0.70895;-3.1613;2.14583;-1.45438856;-0.75995578;-0.0008496;-0.00026279;-0.00016653;-1.0888e-13;1.0781e-13
55.0;175.6;29.85;161.8;13.75;9.3;4.0;2.51;0.0;0.0;1.0;0.0;1.0;0.0;-0.5138531;1.22617;1.09352;0.21328;-0.0420397;0.66726;-1.1104196;-0.78045689;-0.52358127;0.001269;0.00049411;-0.0002083;-1.6893e-14;-3.6965e-14
109.0;264.7;45.0;305.0;25.93;9.5;9.0;2.57;1.0;1.0;1.0;0.0;1.0;0.0;3.36268;0.41616;-2.1507294;-1.59538624;0.06182;0.18068;1.2974;-1.11255812;-1.37812898;-0.0040937;-0.00086425;6.189e-05;-1.3519e-13;1.6931e-13
65.0;282.3;47.99;152.0;12.92;12.0;4.0;3.24;1.0;0.0;1.0;0.0;0.0;1.0;0.00686;-1.4911256;1.06972;-0.78111749;-3.3020674;0.31003;-0.8323624;-0.64164358;0.03292;0.00036617;-5.4855e-05;-0.00010784;-4.0551e-14;4.2834e-14
27.0;193.8;32.95;118.9;10.11;9.2;3.0;2.48;0.0;0.0;1.0;0.0;1.0;0.0;-0.5655411;1.39641;2.1817;0.41566;-0.7389533;0.39436;-1.7951724;-0.9754776;-0.65415433;0.0039691;-0.00060212;0.00028111;1.4942e-13;1.0164e-14
32.0;266.7;45.34;232.3;19.75;16.3;4.0;4.4;1.0;0.0;1.0;0.0;0.0;1.0;-0.0038609;-2.9056887;-0.2348664;-2.7651562;-1.8327733;0.15139;-1.4558053;-1.28137465;0.36846;0.0012779;-0.00081011;6.8073e-05;-1.2462e-14;1.3054e-13
3.0;118.1;20.08;221.5;18.83;11.9;6.0;3.21;2.0;0.0;1.0;0.0;0.0;1.0;-2.2123231;-1.5268988;-1.1611995;0.00036165;-0.1393177;-1.1392;-0.8734945;-2.17336847;-0.00709393;0.0034348;-0.000414;0.00023313;1.3431e-13;-8.9025e-15
119.0;176.8;30.06;224.7;19.1;7.5;15.0;2.03;1.0;0.0;1.0;0.0;1.0;0.0;0.45639;1.39326;-0.6219476;0.46683;0.45017;1.26272;3.162;-2.64571969;0.11307;-0.0038005;-0.00014323;0.00028423;2.3463e-14;-4.3015e-14
43.0;241.9;41.12;129.4;11.0;5.9;3.0;1.59;1.0;0.0;1.0;0.0;1.0;0.0;0.68836;2.25911;1.57128;1.18919;-1.8296343;0.20676;-1.4627235;-0.69957027;-0.04297872;0.0029725;-0.00021213;-0.00025661;-5.9748e-14;1.0803e-13
116.0;189.5;32.22;189.8;16.13;13.1;2.0;3.54;1.0;0.0;1.0;0.0;1.0;0.0;-0.2672845;0.02735;1.01574;-1.40680462;0.43007;0.42875;-0.6719717;0.89531;0.17281;-0.0023922;0.00054267;0.00028069;1.0989e-13;-1.8279e-13
107.0;123.1;20.93;158.4;13.46;9.3;5.0;2.51;0.0;0.0;1.0;0.0;1.0;0.0;-1.3816368;1.22097;0.97433;0.63244;0.78752;0.82471;0.07063;-0.07717302;-0.7297982;0.0014894;0.00069913;0.00016015;1.5619e-13;-1.9401e-13
123.0;159.1;27.05;241.6;20.54;6.5;1.0;1.76;1.0;0.0;1.0;0.0;1.0;0.0;0.11787;1.78249;-1.4009027;0.78181;0.51237;0.57059;-0.8611935;1.21503;0.18937;-0.0043707;-0.00057908;0.0001624;-7.5735e-14;8.3661e-14
110.0;100.1;17.02;233.3;19.83;11.1;8.0;3.0;3.0;0.0;1.0;0.0;1.0;0.0;-1.06237;0.46947;-0.604093;-0.2672646;2.02507;-0.74985;1.41007;-0.70389634;0.71748;-0.0019619;0.00011396;0.00017452;3.9284e-14;-6.7607e-14
176.0;223.2;37.94;214.4;18.22;10.1;2.0;2.73;3.0;0.0;1.0;0.0;1.0;0.0;0.93513;0.73936;0.03856;-0.69741803;-0.2768749;-0.099893;0.504;2.01701;1.22137;-0.0023181;0.00068559;-0.00040142;-1.565e-13;3.614e-15
13.0;315.6;53.65;208.9;17.76;12.1;3.0;3.27;3.0;0.0;1.0;0.0;0.0;1.0;1.09821;-1.6596686;-0.1568258;-1.41488761;-3.3880548;-0.99595;-1.7304401;-1.26349232;1.19829;-0.002565;-0.0006434;-0.00017478;-1.8011e-13;1.9305e-13
88.0;189.8;32.27;197.3;16.77;14.9;3.0;4.02;2.0;0.0;1.0;0.0;1.0;0.0;-0.276636;-0.4949564;1.14156;-2.06427476;0.70568;-0.32757;-0.6613937;0.1899;0.60775;0.0032686;7.3084e-05;0.00024519;1.7667e-13;-1.0741e-13
92.0;155.4;26.42;188.5;16.02;8.0;4.0;2.16;3.0;0.0;1.0;0.0;0.0;1.0;-1.4085471;-0.3986753;-0.9079647;1.37508;-1.5213469;-1.0943;0.08282;0.00261205;0.41863;0.000647;0.00045317;0.00010738;9.6229e-14;-1.2525e-13
165.0;154.2;26.21;268.6;22.83;10.9;4.0;2.94;6.0;0.0;1.0;0.0;1.0;0.0;0.35361;0.3868;-1.3670078;-0.75547589;1.35411;-2.0572;1.44708;1.46655;2.36263;0.0035811;0.00016811;-0.00035495;-5.5085e-14;6.1457e-14
156.0;178.8;30.4;178.4;15.16;7.5;3.0;2.03;1.0;0.0;1.0;0.0;1.0;0.0;-0.0491615;1.61841;0.36184;0.74375;-0.1735209;0.78497;0.29211;1.32323;0.01472;-0.0042059;0.00073099;0.00020086;5.4105e-14;-1.8546e-13
63.0;149.3;25.38;273.6;23.26;9.1;4.0;2.46;0.0;0.0;1.0;0.0;1.0;0.0;-0.0774445;0.97659;-1.7398655;-0.32115722;1.3175;0.9157;-1.1177163;-0.74463131;-0.13007876;-0.0024885;-0.00063369;-0.00011126;-1.5245e-13;1.7126e-13
83.0;94.7;16.1;154.4;13.12;10.6;6.0;2.86;2.0;0.0;0.0;1.0;0.0;1.0;-0.7702838;-3.8748498;1.20635;4.05068;1.3396;-0.1885;-0.0560907;-0.70441294;0.31849;0.0028403;0.00069695;6.6666e-05;1.473e-13;-1.71e-13
158.0;222.8;37.88;203.0;17.26;6.9;2.0;1.86;2.0;0.0;1.0;0.0;1.0;0.0;1.00432;1.70117;-0.1862363;0.49058;-0.7619127;0.41811;0.09115;1.62533;0.70875;0.0031576;-0.00082927;0.00027035;1.0851e-13;6.1901e-14
115.0;249.9;42.48;242.5;20.61;15.3;6.0;4.13;1.0;1.0;0.0;1.0;1.0;0.0;4.31676;-3.8804005;1.25873;-0.17039151;2.26033;0.38757;0.05218;-0.11620893;-0.92321217;0.0016869;0.00037394;-0.00024847;-3.4268e-14;-3.6579e-15
103.0;87.2;14.82;169.3;14.39;10.9;5.0;2.94;6.0;1.0;1.0;0.0;0.0;1.0;-1.6663626;-1.3429676;-0.3797348;0.97427;-0.1320691;-4.4753;1.49311;0.44583;-0.99559752;0.0039753;0.00014098;-0.00031706;-3.3556e-14;5.3048e-14
64.0;224.8;38.22;190.0;16.15;9.2;2.0;2.48;1.0;0.0;1.0;0.0;1.0;0.0;0.60518;1.15564;0.54419;-0.28689503;-0.6321021;0.31884;-1.5121643;-0.08701327;0.22729;0.0039353;-1.6398e-05;0.00025749;1.8828e-13;-9.675e-14
86.0;261.2;44.4;214.2;18.21;12.7;5.0;3.43;2.0;0.0;1.0;0.0;0.0;1.0;0.17969;-1.8811317;-0.3992888;-1.28066752;-2.3367574;-0.040217;-0.1151886;-0.52437672;0.64134;-0.000441;-0.00055309;-0.000319;-1.8643e-13;2.1059e-13
151.0;196.5;33.41;175.8;14.94;13.4;5.0;3.62;0.0;0.0;1.0;0.0;0.0;1.0;-1.3781156;-1.9733654;0.37898;-0.83613749;-1.5090426;1.19761;0.7092;0.61079;-0.54600962;-0.0012085;0.00052008;0.00031406;1.4719e-13;-1.9464e-13
87.0;167.3;28.44;198.5;16.87;11.0;6.0;2.97;1.0;0.0;0.0;1.0;1.0;0.0;1.8259;-2.2654455;1.52063;2.38319;2.47603;1.08297;-0.4756929;-0.75913844;0.72934;0.00066626;0.00040217;-0.00010231;6.3659e-15;-4.9843e-14
90.0;109.6;18.63;137.6;11.7;11.0;5.0;2.97;2.0;0.0;1.0;0.0;1.0;0.0;-1.7756567;0.81165;1.70547;0.3379;0.99407;-0.6496;0.19216;-0.20896232;-0.06799243;0.00067745;-0.00064676;-0.00018186;-1.147e-13;1.8047e-13
108.0;276.6;47.02;220.1;18.71;9.8;6.0;2.65;2.0;0.0;1.0;0.0;0.0;1.0;0.75359;-1.111111;-0.9437847;-0.40453814;-2.867131;0.30197;0.49242;-0.44125792;0.6988;-0.0032363;-0.0002916;-0.00018106;-1.6756e-13;1.2965e-13
33.0;186.8;31.76;261.0;22.19;15.0;5.0;4.05;0.0;0.0;1.0;0.0;0.0;1.0;-1.1082469;-2.5735979;-1.4084126;-1.950119;-0.4583731;0.56625;-1.2256568;-1.57360158;-0.26426911;0.00044365;-0.00084215;0.0002992;6.159e-14;6.8369e-14
149.0;126.9;21.57;166.9;14.19;8.8;3.0;2.38;5.0;1.0;0.0;1.0;0.0;1.0;1.28746;-3.6418911;0.51659;4.33652;0.78858;-2.7762;0.83672;1.65764;-0.53578404;-0.0025804;-0.00048342;-0.00023175;-1.9065e-13;1.7984e-13
106.0;169.4;28.8;197.2;16.76;10.7;4.0;2.89;1.0;0.0;1.0;0.0;1.0;0.0;-0.3399497;0.69029;0.41177;-0.45401982;0.53835;0.44471;-0.210249;0.16644;0.06557;-0.000463;0.000354;8.1984e-05;5.3495e-14;-9.2587e-14
167.0;219.1;37.25;242.9;20.65;10.1;4.0;2.73;2.0;0.0;0.0;1.0;1.0;0.0;3.2365;-2.2119961;0.42915;2.03533;1.91063;1.28182;0.18656;1.17562;1.60243;-0.0021815;-0.00057317;0.00019939;-1.2508e-14;5.9625e-14
35.0;241.7;41.09;142.0;12.07;9.4;4.0;2.54;1.0;0.0;1.0;0.0;0.0;1.0;-0.5898458;-0.6754108;0.77232;0.50541;-3.0877321;-0.04307;-1.2011762;-1.14914732;-0.24348163;-0.0015087;-1.686e-05;4.1165e-05;-1.6348e-14;-2.2411e-15
107.0;281.1;47.79;143.7;12.21;11.2;9.0;3.02;1.0;0.0;1.0;0.0;0.0;1.0;0.10865;-1.3199121;1.17157;-0.40495113;-3.3576862;0.83256;1.29175;-1.2442854;-0.02294522;0.0043736;0.00064497;0.00020445;2.3212e-13;-2.1174e-13
92.0;281.1;47.79;198.0;16.83;7.5;3.0;2.03;0.0;0.0;0.0;1.0;0.0;1.0;2.82301;-3.2121343;0.29092;3.39035;-1.6121863;1.93506;-1.4873185;-0.07742613;0.48141;-0.0043036;3.9922e-06;0.00020214;-7.9103e-15;-4.3541e-14
38.0;137.8;23.43;286.3;24.34;14.1;3.0;3.81;2.0;0.0;1.0;0.0;1.0;0.0;-0.4606248;-0.4504542;-1.2971944;-2.04195851;2.17669;-0.63065;-1.4797829;-0.76613146;0.74037;-0.0023954;-0.00070553;0.00025677;-5.2915e-15;6.8729e-14
68.0;148.5;25.25;219.4;18.65;14.5;7.0;3.92;1.0;1.0;0.0;1.0;1.0;0.0;2.43504;-3.4998364;1.36538;1.01763;3.5545;-0.37042;-0.1739074;-1.12225195;-1.50607833;-0.0037701;-0.00012302;0.00035581;5.5216e-14;-7.0049e-14
123.0;194.0;32.98;242.0;20.57;12.1;4.0;3.27;1.0;0.0;1.0;0.0;1.0;0.0;0.33422;0.13577;-0.3716557;-1.44973699;0.72224;0.76067;-0.0643032;0.40776;0.40351;-0.0023564;1.2793e-05;-6.7924e-05;-7.7178e-14;3.037e-14
75.0;130.9;22.25;203.4;17.29;12.4;4.0;3.35;1.0;0.0;1.0;0.0;0.0;1.0;-2.221535;-1.6595827;-0.6536605;-0.17606721;-0.4250824;-0.15846;-0.5147432;-0.39514571;-0.36248824;-0.0012446;-0.0001284;-0.00026068;-1.4425e-13;1.1333e-13
153.0;185.3;31.5;208.0;17.68;15.1;3.0;4.08;1.0;0.0;1.0;0.0;1.0;0.0;-0.3071107;-0.628155;0.86796;-2.20684082;0.93506;0.71651;0.15886;1.27973;0.2867;-0.0022676;2.1991e-05;-0.00015626;-1.1065e-13;5.5795e-14
143.0;119.1;20.25;287.7;24.45;12.2;4.0;3.29;0.0;0.0;1.0;0.0;1.0;0.0;-0.6632243;0.01876;-1.7392195;-1.28472287;2.32864;1.2918;0.12532;0.7116;-0.09151927;0.0042702;0.00078452;0.00016063;2.228e-13;-2.2431e-13
87.0;322.5;54.83;204.6;17.39;9.4;4.0;2.54;2.0;1.0;1.0;0.0;1.0;0.0;3.55355;0.75701;0.42638;-1.25590856;-1.8383008;-0.84199;-0.2713039;-0.0185906;-1.17139715;-0.0015229;0.00014207;0.00031949;1.1039e-13;-1.2101e-13
100.0;216.2;36.75;215.6;18.33;10.2;3.0;2.75;0.0;0.0;1.0;0.0;1.0;0.0;0.55115;0.76997;0.0441;-0.78458392;-0.1027616;1.22591;-0.8646578;0.20534;-0.05914208;0.004;-0.00070306;-0.00032238;-1.0627e-13;2.1966e-13
144.0;283.9;48.26;192.0;16.32;10.0;4.0;2.7;1.0;0.0;1.0;0.0;0.0;1.0;0.56735;-1.0950403;-0.2462435;-0.360944;-3.2053946;0.99692;0.32409;0.70838;0.24512;0.00043655;-4.2896e-05;-0.00026259;-1.0172e-13;8.8908e-14
70.0;125.9;21.4;196.4;16.69;10.3;4.0;2.78;1.0;0.0;1.0;0.0;0.0;1.0;-2.2008164;-1.0337652;-0.8310829;0.6563;-0.6738269;-0.18938;-0.5639916;-0.48587405;-0.45022636;0.0015351;0.00069932;-0.00027048;-1.9346e-14;-5.8751e-14
136.0;199.6;33.93;211.4;17.97;11.0;4.0;2.97;3.0;1.0;0.0;1.0;1.0;0.0;3.67786;-2.5374863;1.12288;2.00196;2.1798;-0.99932;0.27266;0.97616;-0.51351453;0.00084151;-0.00014792;-0.0001683;-6.3578e-14;7.7388e-14
120.0;212.7;36.16;257.5;21.89;9.7;13.0;2.62;2.0;0.0;1.0;0.0;0.0;1.0;0.08676;-1.2258072;-2.0249819;-0.13791622;-1.4301541;0.55922;2.76819;-2.11834923;0.56018;-4.1839e-05;-0.00049767;9.2241e-05;-4.5796e-15;6.8369e-14
104.0;183.6;31.21;120.7;10.26;12.7;2.0;3.43;1.0;0.0;1.0;0.0;1.0;0.0;-0.8827867;0.34993;2.60795;-0.72928602;-0.1296988;0.14119;-0.7378043;0.76198;-0.17663696;-0.00049581;-6.9029e-05;-0.00022024;-1.0671e-13;8.5215e-14
75.0;163.6;27.81;146.7;12.47;13.1;3.0;3.54;3.0;0.0;1.0;0.0;0.0;1.0;-2.0243678;-1.7155824;0.93504;-0.20173444;-1.3924755;-1.4435;-0.4395096;0.0445;0.33645;-0.0021367;-5.1838e-05;-0.00020025;-1.3181e-13;8.3468e-14
127.0;180.9;30.75;209.5;17.81;7.4;4.0;2.0;2.0;0.0;0.0;1.0;1.0;0.0;2.4992;-1.294299;0.69464;3.50752;1.86838;0.81028;-0.302903;0.51366;1.22239;-0.0012595;-0.00040395;-0.0002445;-1.6106e-13;1.6199e-13
122.0;270.8;46.04;220.4;18.73;11.8;8.0;3.19;4.0;0.0;1.0;0.0;0.0;1.0;0.69324;-1.7133042;-0.6407371;-1.00105481;-2.5180303;-0.77825;1.62803;-0.59111469;1.50152;-0.0029957;0.00062123;0.00024625;9.0011e-14;-1.8465e-13
124.0;178.4;30.33;233.6;19.86;12.0;2.0;3.24;0.0;0.0;1.0;0.0;1.0;0.0;-0.0985525;0.22206;-0.2628557;-1.27643311;0.86485;1.18088;-0.7623475;0.92719;-0.08755944;0.00034349;-0.0006381;0.00010322;-4.1812e-15;9.0711e-14
